name,gender,credit_score
Suresh,Male,688.8176806064397
Rahul,Male,708.219214824159
Arjun,Male,716.8076571338819
Arjun,Male,699.9775379824288
Arjun,Male,691.8199781525825
Suresh,Male,701.2301867352676
Vikram,Male,694.494660317993
Arjun,Male,693.832698900436
Raj,Male,704.3318406727154
Arjun,Male,683.962705249701
Amit,Male,685.5607107750777
Suresh,Male,700.1929088037394
Amit,Male,699.7769146108757
Arjun,Male,703.4355457703994
Arjun,Male,718.7522538848339
Amit,Male,701.0451403607582
Suresh,Male,705.9817215033479
Suresh,Male,690.2446706438536
Arjun,Male,707.6793766351653
Suresh,Male,694.7360913488932
Rahul,Male,700.7142083258109
Suresh,Male,698.9115137493084
Amit,Male,710.3297423491404
Vikram,Male,686.90023445625
Amit,Male,677.1676136538496
Raj,Male,697.8656730291208
Rahul,Male,704.6853125690512
Vikram,Male,701.522693758075
Arjun,Male,712.3220423741391
Raj,Male,704.3737267417966
Raj,Male,694.3615166814014
Rahul,Male,676.7457984586032
Vikram,Male,697.6268776580478
Raj,Male,710.279590022578
Vikram,Male,696.0795221733289
Vikram,Male,700.2832026367777
Suresh,Male,704.213602543067
Raj,Male,689.8470762575018
Vikram,Male,706.2323589663881
Rahul,Male,716.3712179000171
Raj,Male,698.2718664810659
Rahul,Male,688.709355781677
Rahul,Male,699.3339897297802
Vikram,Male,677.7561589139113
Vikram,Male,703.3690326397661
Suresh,Male,704.5227437764858
Suresh,Male,716.7563629384556
Raj,Male,698.0600520743337
Suresh,Male,704.0848533814647
Arjun,Male,691.387118976141
Raj,Male,696.4357287947493
Rahul,Male,684.748145633378
Suresh,Male,698.0521037871677
Suresh,Male,696.9469084648143
Suresh,Male,702.991997660889
Vikram,Male,693.7640311966736
Rahul,Male,700.8334535097509
Suresh,Male,696.6661994439233
Amit,Male,696.6850061170048
Amit,Male,700.8036232596303
Rahul,Male,700.4052294231701
Suresh,Male,707.6117403905164
Arjun,Male,698.7935696587017
Arjun,Male,696.5011465087699
Raj,Male,698.1919255491277
Raj,Male,692.8533588315901
Suresh,Male,696.4008890643332
Raj,Male,720.3115871307323
Vikram,Male,690.8732123930413
Arjun,Male,697.2134366612069
Rahul,Male,696.1251133673031
Suresh,Male,697.528283877556
Suresh,Male,696.687606911216
Amit,Male,702.79240101221
Arjun,Male,682.8982489860821
Arjun,Male,710.3717147253201
Arjun,Male,706.3258279964219
Raj,Male,687.5712841393687
Vikram,Male,677.309227270476
Rahul,Male,690.229278538586
Raj,Male,697.5733353857288
Vikram,Male,725.8029189869078
Arjun,Male,705.4325696497427
Vikram,Male,681.9241035081855
Raj,Male,693.1034449509906
Arjun,Male,699.4678756372701
Raj,Male,702.536835542981
Rahul,Male,686.8525113968958
Arjun,Male,698.6500977202294
Vikram,Male,692.8236086238946
Raj,Male,688.9624143739768
Amit,Male,702.5959564669895
Vikram,Male,707.7387717344283
Vikram,Male,708.4104127696162
Arjun,Male,705.7438635113388
Suresh,Male,695.0263046685974
Vikram,Male,707.145497614635
Raj,Male,703.0905443810428
Amit,Male,701.3394188295201
Rahul,Male,693.883068782982
Amit,Male,695.0312387265847
Raj,Male,700.7388693612455
